0,0.000728
500,2.91803
1000,10.4644
1500,23.5792
2000,40.9365
2500,63.3918
3000,90.4887
3500,124.693
4000,162.505
4500,202.6
5000,250.478
5500,312.957
6000,363.782
6500,420.981
7000,495.52
7500,565.732
8000,639.444
8500,725.138
9000,810.985
9500,904.412
10000,997.657
10500,1101.9
11000,1211.28
11500,1320.89
12000,1438.27
12500,1561.46
13000,1691.37
13500,1822.1
14000,1967.54
14500,2104.86
15000,2246.52
15500,2426.99
16000,2562.07
16500,2726.9
17000,2897.33
17500,3073.06
18000,3249.74
18500,3446.99
19000,3879.9
19500,3844.59
20000,3994.74
20500,4194.46
21000,4368.78
21500,4578.78
22000,4792.62
22500,5012.6
23000,5247.39
23500,5467.89
24000,5705.13
24500,5944.85
25000,6185.79
25500,6436.36
26000,6694.11
26500,6953.72
27000,7220.62
27500,7486.09
28000,7761.7
28500,8039.43
29000,8325.46
29500,8613.69
30000,8911.28
