0,0
10,15.008
20,19
30,27.007
40,33.002
50,38
60,43.023
70,48.143
80,52.141
90,56.14
100,61.141
110,67.146
120,71.14
130,76.141
140,81.147
150,85.14
160,89.14
170,94.142
180,99.141
190,108.72
200,113.716
210,118.717
220,123.721
230,128.737
240,133.717
250,138.457
260,143.454
270,148.453
280,152.456
290,160.457
300,166.455
310,173.455
320,178.454
330,183.453
340,187.456
350,188.456
360,194.473
370,201.467
380,206.465
390,212.466
400,221.64
410,227.647
420,233.642
430,238.646
440,243.644
450,248.644
460,252.642
470,258.641
480,262.643
490,267.645
500,272.645
510,277.653
520,281.682
530,286.673
540,291.642
550,296.643
560,301.686
570,311.643
580,320.643
590,325.641
600,330.643
610,335.649
620,339.643
630,345.645
640,349.646
650,354.644
660,359.642
670,364.644
680,369.644
690,376.657
700,383.64
710,388.643
720,393.684
730,398.644
740,403.641
750,409.643
760,416.64
770,424.647
780,436.642
790,444.641
800,449.645
810,454.647
820,460.641
830,465.642
840,470.643
850,476.64
860,481.645
870,487.642
880,493.643
890,499.64
900,504.644
910,511.642
920,517.65
930,526.642
940,531.645
950,538.19
960,544.184
970,548.238
980,553.227
990,558.186
1000,563.183
1010,569.189
1020,574.197
1030,579.182
1040,586.182
1050,592.185
1060,597.184
1070,604.224
1080,611.191
1090,617.185
1100,625.187
1110,632.183
1120,637.184
1130,642.187
1140,647.185
1150,652.185
1160,657.186
1170,662.184
1180,667.194
1190,672.21
1200,678.185
1210,683.183
1220,688.184
1230,694.184
1240,699.183
1250,705.19
1260,710.184
1270,716.539
1280,725.303
1290,731.298
1300,736.3
1310,742.301
1320,747.294
1330,752.296
1340,759.302
1350,764.296
1360,770.298
1370,775.297
1380,781.295
1390,786.297
1400,796.298
1410,801.296
1420,807.3
1430,812.295
1440,824.298
1450,830.3
1460,836.298
1470,841.298
1480,847.296
1490,852.337
1500,858.301
1510,864.299
1520,870.3
1530,876.296
1540,881.316
1550,886.336
1560,892.297
1570,898.295
1580,903.296
1590,909.303
1600,914.295
1610,922.296
1620,931.298
1630,937.308
1640,943.337
1650,949.296
1660,955.298
1670,962.3
1680,968.301
1690,974.304
1700,980.299
1710,986.296
1720,993.296
1730,999.296
1740,1004.31
1750,1051.31
1760,1063.3
1770,1083.3
1780,1101.3
1790,1111.3
1800,1119.3
1810,1130.3
1820,1153.3
1830,1163.3
1840,1174.3
1850,1180.3
1860,1188.31
1870,1198.3
1880,1205.31
1890,1215.3
1900,1226.3
1910,1235.3
1920,1246.3
1930,1252.3
1940,1261.3
1950,1267.3
1960,1274.3
1970,1280.3
1980,1286.3
1990,1294.3
2000,1302.3
2010,1308.3
2020,1314.3
2030,1320.3
2040,1328.3
2050,1344.3
2060,1357.3
2070,1365.3
2080,1376.32
2090,1382.3
2100,1391.3
2110,1397.3
2120,1403.3
2130,1410.3
2140,1416.3
2150,1424.3
2160,1436.3
2170,1451.3
2180,1458.3
2190,1464.3
2200,1471.3
2210,1477.3
2220,1483.31
2230,1491.3
2240,1497.3
2250,1509.3
2260,1521.3
2270,1530.3
2280,1542.31
2290,1551.3
2300,1558.31
2310,1564.31
2320,1571.3
2330,1578.3
2340,1583.3
2350,1590.3
2360,1598.98
2370,1605.98
2380,1611.99
2390,1617.99
2400,1626.99
2410,1638.99
2420,1648.99
2430,1656.99
2440,1662.99
2450,1668.99
2460,1676.99
2470,1682.99
2480,1689.99
2490,1695.99
2500,1701.99
2510,1744.98
2520,1753.99
2530,1773.98
2540,1779.98
2550,1785.98
2560,1792.98
2570,1799.98
2580,1805.99
2590,1811.98
2600,1817.98
2610,1825
2620,1830.99
2630,1836.99
2640,1845.04
2650,1857.98
2660,1863.99
2670,1870
2680,1876.99
2690,1882.99
2700,1888.99
2710,1894.98
2720,1901
2730,1907.99
2740,1913.98
2750,1919.98
