0,0.000303
500,1.43807
1000,6.13506
1500,13.3401
2000,23.5652
2500,34.9721
3000,51.0523
3500,65.8184
4000,83.9373
4500,108.282
5000,131.997
5500,163.056
6000,194.242
6500,227.362
7000,261.482
7500,299.746
8000,344.756
8500,386.397
9000,437.581
9500,488.745
10000,533.876
10500,595.28
11000,646.079
11500,715.139
12000,779.676
12500,835.903
13000,908.63
13500,983.127
14000,1055.83
14500,1141.35
15000,1211.65
15500,1305.59
16000,1403.45
16500,1479.16
17000,1579.93
17500,2107.12
18000,1756.93
18500,2090.85
19000,1990.24
19500,2262.46
20000,2243.86
20500,2246.03
21000,2344.03
21500,2477.32
22000,2580.35
22500,2719.35
23000,2823.84
23500,2955.59
24000,3093.81
24500,3212.45
25000,3364.1
25500,3495.49
26000,3640.5
26500,3760.72
27000,3906.35
27500,4070.89
28000,4251.76
28500,4376.31
29000,4513.95
29500,4690.57
30000,4902.55
