0,0
10,5.004
20,14.001
30,23.001
40,32.001
50,37.003
60,51.003
70,84.003
80,90
90,104
100,108.999
110,118.01
120,123.013
130,130.998
140,135.999
150,141.012
160,147.999
170,152.998
180,157
190,162.012
200,167.998
210,173.999
220,177.999
230,183
240,186.999
250,194.003
260,199.001
270,202.999
280,208.005
290,213.002
300,222.414
310,228.329
320,238.327
330,243.327
340,248.331
350,257.332
360,263.33
370,268.327
380,273.328
390,278.369
400,283.366
410,288.328
420,292.963
430,297.948
440,302.962
450,311.91
460,316.909
470,324.044
480,332.911
490,338.907
500,343.909
510,348.963
520,353.946
530,358.92
540,363.914
550,369.908
560,374.909
570,380.908
580,384.949
590,390.924
600,395.95
610,400.962
620,405.911
630,410.922
640,417.95
650,423.917
660,431.909
670,437.91
680,444.909
690,449.967
700,454.916
710,459.965
720,464.912
730,469.908
740,474.952
750,479.908
760,484.965
770,489.949
780,494.913
790,499.907
800,503.948
810,508.911
820,514.907
830,518.951
840,523.948
850,537.908
860,545.91
870,549.967
880,554.948
890,560.91
900,565.913
910,570.949
920,575.951
930,580.907
940,585.961
950,590.95
960,596.909
970,601.91
980,605.915
990,611.912
1000,616.911
1010,620.952
1020,625.951
1030,632.909
1040,638.953
1050,645.914
1060,650.911
1070,654.949
1080,660.909
1090,665.912
1100,670.952
1110,675.907
1120,680.911
1130,685.908
1140,690.908
1150,695.912
1160,700.963
1170,705.907
1180,711.91
1190,716.911
1200,720.948
1210,725.949
1220,732.912
1230,738.914
1240,746.915
1250,751.95
1260,756.946
1270,761.914
1280,767.908
1290,772.916
1300,777.917
1310,782.949
1320,787.949
1330,792.909
1340,797.95
1350,802.911
1360,812.911
1370,817.916
1380,822.911
1390,849.057
1400,855.054
1410,861.058
1420,866.052
1430,871.056
1440,876.053
1450,882.054
1460,888.062
1470,893.054
1480,899.095
1490,905.054
1500,910.055
1510,915.053
1520,921.054
1530,925.637
1540,931.581
1550,939.589
1560,946.582
1570,952.581
1580,957.583
1590,962.632
1600,967.584
1610,972.626
1620,978.589
1630,985.582
1640,992.58
1650,998.596
1660,1006.59
1670,1012.63
1680,1018.58
1690,1024.59
1700,1031.58
1710,1037.58
1720,1050.58
1730,1058.58
1740,1065.59
1750,1071.58
1760,1077.58
1770,1083.59
1780,1088.62
1790,1093.59
1800,1099.58
1810,1104.62
1820,1109.62
1830,1115.6
1840,1120.62
1850,1127.58
1860,1133.59
1870,1140.58
1880,1147.59
1890,1156.58
1900,1162.59
1910,1170.59
1920,1177.58
1930,1183.59
1940,1189.58
1950,1196.59
1960,1202.59
1970,1208.59
1980,1220.29
1990,1226.29
2000,1233.29
2010,1240.28
2020,1247.29
2030,1253.29
2040,1259.29
2050,1266.29
2060,1271.3
2070,1278.29
2080,1285.29
2090,1292.29
2100,1300.29
2110,1306.42
2120,1317.43
2130,1325.42
2140,1334.19
2150,1341.19
2160,1347.2
2170,1353.19
2180,1360.19
2190,1367.19
2200,1375.19
2210,1382.19
2220,1389.19
2230,1396.19
2240,1402.18
2250,1412.19
2260,1419.2
2270,1426.18
2280,1432.18
2290,1437.19
2300,1443.19
2310,1449.18
2320,1455.18
2330,1464.19
2340,1472.18
2350,1482.2
2360,1488.18
2370,1496.19
2380,1502.19
2390,1517.19
2400,1526.19
2410,1536.19
2420,1548.19
2430,1554.18
2440,1564.19
2450,1569.18
2460,1580.21
2470,1586.18
2480,1595.22
2490,1601.18
2500,1607.19
2510,1616.18
2520,1621.2
2530,1631.19
2540,1636.18
2550,1645.2
2560,1653.19
2570,1666.19
2580,1675.2
2590,1683.18
2600,1689.18
2610,1697.18
2620,1702.18
2630,1711.19
2640,1718.18
2650,1723.19
2660,1731.18
2670,1737.19
2680,1743.19
2690,1751.18
2700,1759.18
2710,1766.19
2720,1777.19
2730,1783.18
2740,1791.19
2750,1798.18
2760,1806.19
2770,1815.19
2780,1825.19
2790,1833.18
2800,1839.19
2810,1850.19
2820,1856.19
2830,1867.18
2840,1877.19
2850,1883.19
2860,1895.19
2870,1903.19
2880,1916.19
2890,1922.18
2900,1933.2
2910,1939.19
2920,1950.18
2930,1957.19
2940,1971.19
2950,1984.19
2960,1994.21
2970,2002.18
2980,2013.18
2990,2020.19
3000,2032.19
3010,2039.2
3020,2051.19
3030,2066.26
3040,2082.19
3050,2097.19
3060,2102.18
3070,2113.19
3080,2119.18
3090,2131.19
3100,2137.18
3110,2149.18
3120,2154.18
3130,2169.19
3140,2182.19
3150,2189.18
3160,2200.19
3170,2206.19
3180,2218.18
3190,2229.19
3200,2235.18
3210,2248.18
3220,2254.19
3230,2264.18
3240,2272.19
3250,2285.19
3260,2297.19
3270,2303.19
3280,2314.19
3290,2320.18
3300,2331.18
3310,2337.19
3320,2347.19
3330,2354.18
3340,2364.19
3350,2369.18
3360,2380.19
3370,2387.19
3380,2395.19
3390,2401.18
3400,2408.18
3410,2414.18
3420,2419.19
3430,2426.21
3440,2432.18
3450,2438.19
3460,2446.18
3470,2452.18
3480,2458.18
3490,2464.19
3500,2470.2
3510,2479.24
3520,2490.19
3530,2497.19
3540,2502.19
3550,2508.19
3560,2515.2
3570,2520.19
3580,2527.19
3590,2533.18
3600,2538.19
3610,2545.19
3620,2551.18
3630,2558.19
3640,2564.18
3650,2570.18
3660,2580.19
3670,2587.19
3680,2597.18
3690,2602.18
3700,2609.2
3710,2615.18
3720,2621.2
3730,2629.18
3740,2634.19
3750,2641.26
3760,2648.18
3770,2653.18
3780,2660.19
3790,2666.18
3800,2674.19
3810,2684.19
3820,2692.2
3830,2698.2
3840,2703.19
3850,2711.19
3860,2716.18
3870,2721.19
3880,2728.19
3890,2733.19
3900,2739.18
3910,2745.19
3920,2751.18
3930,2756.18
3940,2762.19
3950,2768.19
3960,2775.2
3970,2783.18
3980,2790.19
3990,2797.18
4000,2802.18
4010,2812.19
4020,2818.2
4030,2824.19
4040,2830.18
4050,2836.18
4060,2842.19
4070,2848.18
4080,2853.19
4090,2859.2
4100,2865.19
4110,2871.19
4120,2877.19
4130,2885.19
4140,2895.19
4150,2902.18
4160,2909.19
4170,2915.19
4180,2920.19
4190,2928.19
4200,2937.21
4210,2945.19
4220,2951.19
4230,2957.18
4240,2969.19
4250,2981.19
4260,3000.19
4270,3010.18
4280,3017.19
